SPY,GLD,VIX,TLT,TNX,UUP,FXE,USO
140.48,85.39,17.98,91.35,3.91,22.8,155.02,101.71
140.46,86.99,17.79,92.36,3.78,22.7,155.55,100.11
138.9,87.42,19.41,92.5,3.77,22.73,154.96,102.12
139.16,87.24,19.4,92.16,3.81,22.88,154.09,100.66
139.52,85.82,19.73,91.34,3.87,22.88,154.13,99.8
142.05,86.63,18.21,90.95,3.89,22.73,155.21,98.38
140.83,86.27,18.9,91.61,3.85,22.81,154.82,96.74
141.51,84.58,18.18,91.61,3.85,22.92,154.12,93.4
141.12,83.99,18.88,92.78,3.75,22.8,154.66,90.38
138.26,86.65,20.79,93.11,3.76,22.61,156.53,92.5
139.08,85.81,20.24,92.45,3.83,22.77,156.08,92.99
139.63,87.69,19.64,92.1,3.84,22.68,156.81,95.69
139.6,87.27,19.59,91.82,3.87,22.71,156.43,95.66
138.32,87.22,20.06,92.36,3.83,22.65,157.25,93.2
137.72,89.22,20.26,93.15,3.73,22.4,159.28,95.18
137.94,90.27,20.87,93.46,3.72,22.25,160.1,95.08
138.55,90.25,20.5,93.14,3.71,22.33,159.43,94.38
138.48,90.62,20.13,92.77,3.74,22.5,158.34,93.79
137.05,92.56,20.37,92.85,3.73,22.35,159.11,92.37
136.85,93.27,20.53,93.01,3.7,22.23,159.86,92.15
133.24,91.66,22.78,93.93,3.57,22.45,157.96,91.44
132.93,91.11,23.82,95.11,3.5,22.42,158.43,89.64
133.38,91.3,23.46,95.67,3.47,22.42,158.57,88.48
136.02,91.77,21.98,95.03,3.53,22.5,157.76,88.18
135.83,92.29,22.81,95.35,3.47,22.4,158.38,88.9
136.82,90.35,22.36,94.37,3.56,22.55,157.2,87.19
136.96,91.17,22.42,94.7,3.56,22.55,157.23,86.93
136.89,90.25,22.45,95.2,3.48,22.39,157.42,84.88
137.04,89.42,23.21,94.34,3.59,22.61,156.68,83.65
136.7,89.27,23.43,94.13,3.58,22.53,156.87,83.78
136.61,86.86,22.68,93.93,3.55,22.75,156.04,81.06
131.97,90.41,25.61,95.89,3.43,22.4,158.29,81.36
131.51,91.88,25.71,95.55,3.47,22.36,158.5,84.37
132.78,93.46,25.88,94.63,3.53,22.34,158.21,85.73
133.2,93.8,26.08,95.3,3.49,22.3,158.72,84.81
134.85,92.73,25.72,95.7,3.49,22.62,156.49,81.47
134.72,90.1,25.73,95.3,3.52,23.13,154.45,80.26
132.08,89.91,26.62,97.18,3.33,22.79,154.6,81.3
130.32,93.04,29.84,96.94,3.36,22.55,156.44,82.29
133.63,96.5,25.79,95.36,3.45,22.53,156.66,85.8
128.3,99.17,32.24,95.73,3.31,22.27,157.75,83.3
129.61,98.71,31.16,95,3.42,22.46,156.98,86.51
131.65,98.34,27.29,93.84,3.53,22.42,156.31,87.21
131.36,97.01,27.22,94.58,3.48,22.48,155.76,86.92
132.6,95.99,26.36,92.79,3.6,22.88,153.3,86.34
128,95.87,29.38,93.59,3.44,22.73,153.84,85.63
129.71,96.09,27.49,92.23,3.54,22.8,153.59,83.73
131.06,96.5,27.55,92.11,3.62,22.73,153.98,83.89
133.83,97.72,24.6,91.62,3.69,22.85,152.67,83.3
132.99,95.18,25.52,92.73,3.58,22.96,152.15,79.4
133.5,97.24,26.28,93.64,3.53,22.9,152.15,81.32
133.82,96.18,26.54,94.23,3.53,22.95,152.29,80.42
136.87,95.99,23.53,92.81,3.71,22.94,152.55,81.48
138.22,94.78,22.69,91.19,3.85,23.07,151.79,78.92
138.36,93.71,21.9,91.11,3.86,23.22,150.12,80.1
137.33,92.74,23.03,91.08,3.9,23.38,148.57,78.74
135.62,93.39,24.06,92.02,3.79,23.26,148.62,78.6
134.79,93.25,25.12,92.55,3.78,23.53,148.48,77.33
135.92,93.24,24.4,91.58,3.92,23.7,147.38,79.32
135.52,91.58,25.59,90.95,3.88,23.69,147.53,78.81
135.14,89.15,25.02,91.88,3.78,23.73,147.04,75.93
135.17,89.71,25.54,91.18,3.82,23.73,146.59,75.76
136.37,89.44,24.88,92.54,3.69,23.81,145.93,74.11
134.99,89.33,26.33,93.53,3.68,23.77,145.99,73.59
133.75,91.33,27.6,94.09,3.62,23.85,145.34,74.55
133.07,91,28.01,93.7,3.65,23.9,145.25,72.9
133.93,89.85,27.66,92.64,3.74,23.97,144.84,69.8
133.05,88.95,28.97,94.68,3.61,23.74,146.31,69.02
134.13,87.68,28.24,94.97,3.59,23.74,146.43,70.15
137.82,89.1,25.99,94.25,3.64,23.49,148.34,71.37
139.58,89.35,24.02,95.23,3.6,23.53,148.04,70.47
137.37,91.4,26.2,94.99,3.64,23.44,149.26,72.35
134.91,92.06,27.62,94.32,3.73,23.26,149.35,73.08
135.91,91.15,27.32,94.94,3.66,23.4,148.25,72.98
135.24,91.75,27.78,95.59,3.59,23.41,148.2,72.35
133.04,90.3,29.08,95.95,3.58,23.56,147.07,71.91
134.99,90.08,27.78,94.36,3.64,23.5,148.2,70.93
133.86,87.89,29.02,96.29,3.43,23.7,146.69,69.5
130.72,88.17,31.01,96.51,3.48,23.77,146.46,70.55
132.06,87.42,27.18,95.49,3.65,23.73,146.52,71.54
133.43,86.5,28.46,96.15,3.64,23.66,146.87,71.03
136.98,86.7,24.38,94.92,3.71,23.7,146.81,71.85
138.17,87.99,23.34,95.61,3.7,23.41,148.62,72.78
141.28,89.54,22.9,94.55,3.79,23.43,149.03,74.25
140.15,88.58,23.68,94.2,3.81,23.55,147.98,73.09
141.29,88.25,23.45,93.47,3.89,23.44,148.23,74.02
140.37,86.55,24.12,94.75,3.79,23.67,146.91,75.25
138.91,86.78,25.43,94.57,3.84,23.49,147.32,76.06
141.19,84.77,23.79,94.68,3.84,23.52,147.18,75.5
141.31,85.13,23.94,94.27,3.85,23.29,147.76,77.31
144.86,85.57,22.49,94.25,3.9,23.54,147.68,78.37
144.93,84.86,23.17,94.38,3.9,23.49,147.28,78.47
146.21,82.46,22.5,93.04,4.03,23.7,146.4,75.76
147.3,83,20.74,92.48,4.1,23.55,147.66,75.89
147.67,81.56,20.26,91.06,4.2,23.71,146.57,76.25
149.55,81.52,18.66,90.44,4.28,23.86,145.26,75.91
149.23,80.14,18.6,91.24,4.21,23.95,144.33,73.95
148.13,80.1,18.47,91.67,4.17,24.11,144.04,73.8
146.8,78.67,20.58,93.03,4.03,24.05,143.46,72.1
145.88,79.24,21.68,93.23,4.07,24.01,144.06,72.15
145.88,79.25,22.64,92.01,4.12,23.94,144.25,71.11
145.07,78.13,24.52,91.42,4.19,24.17,144.12,71.89
147.17,78.52,23.27,90.61,4.23,24.17,144.4,72.26
149.06,78.5,22.56,91.03,4.17,23.87,146.41,73.17
149.37,80.49,22.47,92.03,4.08,23.79,147.36,73.9
147.91,78.84,23.59,92.99,3.99,23.7,146.5,70.26
152.08,80,20.74,91.2,4.15,23.75,147.27,69.36
150.91,78.6,20.85,91.75,4.12,23.92,146.6,69.43
150.94,79.37,20.96,92.79,4,23.88,146.35,71.02
148.81,78.63,22.53,93.61,3.91,23.89,146.2,68.69
146.36,79.4,23.79,94.74,3.89,23.6,147.69,69.4
147.68,78.28,23.61,94.75,3.89,23.77,146.73,70.7
148.66,77.32,22.87,94.38,3.97,23.82,146.76,69.91
147.18,78.28,23.97,94.84,3.94,23.64,147.86,71.64
147.13,79.57,24.11,94.03,4.03,23.51,148.66,71.8
142.57,80.1,26.28,94.67,3.94,23.44,148.76,74.3
140.95,81.3,28.91,95.58,3.85,23.31,149.23,76.25
144.13,81.25,25.96,93.73,4.01,23.43,148.57,76.76
141.68,79.36,26.84,93.45,4.02,23.26,148.84,76.44
144.64,79.47,24.88,92.91,4.05,23.38,148.55,77.34
143.76,77.24,26.01,93.01,4.08,23.6,147.06,74.49
145.79,77.75,25.49,92.41,4.15,23.67,146.73,73.9
145.54,77.95,28.06,92.28,4.16,23.7,146.61,72.3
147.67,80.28,25.94,91.42,4.27,23.64,146.73,72.6
148.08,79.12,24.1,91.32,4.26,23.63,146.22,70.93
143.7,78.3,31.09,91.66,4.21,23.72,145.53,72.77
145.14,82.18,28.5,91.33,4.22,23.5,146.86,74.77
147.16,82.23,26.16,90.56,4.27,23.5,146.97,74.08
147.91,82.24,26.49,90.72,4.33,23.52,146.48,74.48
152.07,81.43,21.39,90.56,4.36,23.64,145.81,75.34
150.05,79.75,24.31,91,4.32,23.72,144.92,73.54
151.2,79.83,23.01,91.04,4.29,23.6,145.24,74.35
151.03,77.93,23.21,90.75,4.36,23.83,144.48,72.17
154.65,78.62,18.53,89.98,4.47,23.75,145.12,73.27
153.06,77.35,21.07,90.8,4.38,23.86,144.83,69.54
154.13,78.12,19.87,90.85,4.38,23.81,144.7,72.5
153.62,77.69,19.56,90.5,4.39,23.85,144.37,71.17
151.84,76.03,21.17,90.71,4.35,23.95,143.58,70.12
151.48,75.52,20.8,91.02,4.33,24,143.02,67.98
151.76,75.23,20.41,90.35,4.41,24.04,142.92,65.83
150.54,74.6,21.64,90.47,4.39,24.19,141.97,66.54
149.67,75.7,22.96,90.46,4.4,23.99,143.27,67.14
153.69,76,18.5,89.13,4.5,24.04,143.3,68.17
154.25,74.5,18.54,88.64,4.55,24.19,142.29,66.63
153.78,75.12,20.02,87.68,4.66,24.2,141.91,66.98
155.01,75.14,19.25,87.65,4.67,24.17,142.31,65.89
156.33,74.59,17.73,87.63,4.69,24.2,142.3,64
155.47,73.91,18.88,88.06,4.66,24.24,142.06,63.59
156.22,73.36,16.67,88.15,4.65,24.22,141.66,62.4
156.48,73.09,16.12,88.1,4.65,24.29,141.28,61.4
155.02,72.53,17.46,88.21,4.64,24.38,140.55,60.76
155.85,73.4,16.91,88.28,4.64,24.23,141.51,62.28
154.02,72.87,18.44,89.24,4.52,24.27,141.48,62.61
153.78,71.9,18.8,88.9,4.54,24.3,140.96,61.29
154.09,72.35,18.49,89.16,4.53,24.23,141.25,61.63
154.3,73.9,17.84,88.88,4.56,24.08,142.43,61.59
152.58,73.51,18,88.72,4.58,24.05,143.03,62.55
153.09,72.7,17,88.52,4.57,24.23,141.91,63.44
152.19,72,17.63,87.91,4.62,24.27,141.65,61.7
151.39,72.33,18.6,87.83,4.61,24.19,141.79,61.07
151.69,72.28,19.37,88.14,4.62,24.25,141.15,61.82
151.97,72.34,19,87.89,4.63,24.26,141.23,62.14
152.28,72.72,20.45,87.15,4.67,24.25,141.03,62.65
153.36,71.43,20.03,88.83,4.52,24.43,139.87,61.82
152.46,71.7,20.35,89.66,4.48,24.44,140,62.05
148.1,70.97,26.48,90.34,4.47,24.52,138.86,60.67
148.9,69.99,24.92,89.91,4.46,24.54,138.99,59.79
148.91,70.08,24.76,89.78,4.48,24.48,139.01,60.17
147.87,70.46,24.96,90.59,4.41,24.41,139.25,60
147.49,70.52,25.27,90.93,4.36,24.53,138.51,58.96
145.79,69.62,27.38,91,4.32,24.5,138.13,58.79
146.07,69.39,26.23,90.3,4.37,24.53,137.85,57.76
148.13,68.86,23.99,89.04,4.5,24.67,136.91,57.63
147.79,67.56,24.58,89.27,4.47,24.74,136.6,57.26
149.08,67.44,22.78,88.56,4.56,24.83,136.09,56.75
147.59,66.52,23.38,88.88,4.54,24.79,136.62,55.78
146.15,65.8,25.06,88.81,4.5,24.85,136.6,55.5
146.54,66.07,23.81,88.22,4.55,24.74,137.1,55.55
143.72,65.59,26.3,88.46,4.53,24.76,136.48,54.03
146.95,65.98,22.72,88.31,4.6,24.76,136.8,54.33
148.33,66.11,20.72,87.85,4.63,24.78,136.99,53.64
146.52,65.31,22.62,87.42,4.62,24.89,135.87,52.65
146.65,65.4,22.89,87.12,4.62,24.93,135.68,52.35
144.93,65.07,25.25,87.26,4.59,25,134.92,52.43
144.64,65.12,26.33,86.84,4.63,24.99,135.1,53.54
144.71,65.01,29.99,86.79,4.67,24.93,135.11,54.03
142.1,64.68,30.83,87.14,4.6,25,134.33,53.58
141.04,66.13,30.67,86.25,4.71,25.07,134.64,55.13
143.01,66.29,27.68,86.56,4.73,24.96,135.51,54.23
145.23,66.26,26.57,86.33,4.78,24.8,136.25,53.85
144.71,66.57,28.3,86.08,4.78,24.73,137.05,53.64
145.39,65.46,26.48,86.28,4.79,24.71,136.91,53.78
149.83,66.77,21.45,86.16,4.86,24.52,138.08,54.27
147.77,66.48,21.56,87.22,4.74,24.59,137.54,54.36
146.21,66.52,22.6,87.29,4.73,24.52,137.88,54.2
143.8,66.69,25.16,87.93,4.7,24.47,137.91,56.44
147.6,65.89,21.22,87.35,4.75,24.7,137.04,57.7
146.43,65.93,23.67,87.13,4.76,24.66,136.7,57.76
145.72,65.79,23.52,87.66,4.77,24.65,137.24,58.53
147.38,65.77,20.87,87.03,4.8,24.69,137.35,57.5
145.11,65.41,24.17,87.28,4.79,24.65,136.74,57.74
148.02,65.65,20.74,87.03,4.78,24.45,137.74,56.22
151.61,66.9,18.1,86.31,4.9,24.56,137.49,57.44
151.3,67.47,18.55,86.14,4.94,24.35,138.48,55.16
153.97,67.47,16.81,85.82,4.96,24.54,138.28,56.38
153.5,67.58,16.95,85.96,4.96,24.49,138.51,57
155.07,67.01,15.23,85.19,5.03,24.53,138.18,57.08
154.47,66.62,16,85.21,5.01,24.54,138.2,56.58
154.75,65.75,15.63,84.89,5.08,24.56,138,55.64
154.83,65.82,15.59,85.07,5.04,24.56,138,55.76
154.85,66.03,15.15,84.26,5.11,24.57,138.08,55.54
154.39,66.02,15.54,84.03,5.12,24.55,138.02,54.74
151.99,65.44,16.64,84.32,5.08,24.59,137.68,54.66
150.92,65.61,17.57,85.2,5.04,24.62,137.45,54.72
153.1,65.38,15.16,83.78,5.16,24.79,136.29,54.35
152.98,64.96,14.72,83.48,5.2,24.78,136.4,54.68
152.18,64.42,15.48,83.82,5.14,24.83,136.13,54.15
152.34,64.74,15.29,84.77,5.05,24.71,136.25,53.54
151.79,65.02,15.4,85.29,5,24.75,136.31,53.53
150.43,64.27,16.23,85.17,5.03,24.88,135.71,53
150.38,64.26,15.54,84.3,5.12,25.03,134.8,52.47
150.4,63.67,15.53,84.32,5.07,25.03,134.81,51.88
148.29,63.62,18.89,84.24,5.1,24.99,134.87,51.12
149.83,64.43,16.65,84.22,5.08,25.03,134.96,51.96
150.55,64.78,15.75,83.76,5.14,24.95,134.92,51.89
151.98,64.56,14.21,83.22,5.16,25.1,134.14,51.6
151.14,64.71,14.67,83.62,5.12,24.12,134.3,51.55
153.27,65.48,12.85,84.3,5.09,25.07,134.43,52.12
152.89,64.95,13.42,83.52,5.14,25.06,134.26,52.14
153.07,64.85,13.94,83.69,5.17,25.09,133.99,51.53
152.86,64.6,13.64,83.12,5.22,25.23,133.29,51.1
151.89,64.53,14.73,83.33,5.2,25.2,133.36,50.09
149.65,64.1,16.67,82.35,5.25,25.15,133.15,49.56
151.3,64.7,14.71,83.56,5.14,25.1,133.65,49.84
151.04,64.22,14.84,83.8,5.12,25.04,133.71,49.06
149.1,65.26,17.06,83.87,5.1,24.96,134.29,50.65
151.84,66.41,14.87,85.4,4.97,24.8,135.06,50.31
153.49,66.37,13.63,85.44,4.98,24.76,135.26,50.02
154.1,66.54,13.29,85.98,4.93,24.83,134.92,50.35
154.08,66.44,12.78,85.59,4.96,24.93,134.3,49.46
153.32,65.54,13.05,86.38,4.89,24.92,134.86,48.96
153.48,64.72,12.83,86.54,4.88,24.96,134.69,48.21
152.24,65.07,13.53,86.36,4.88,24.92,134.77,48.4
151.69,64.94,13.34,86.37,4.86,24.91,134.75,49.5
151.06,64.75,14.08,86.57,4.86,24.93,134.55,48.93
152.44,65.54,13.24,86.49,4.86,24.89,134.93,50.17
152.42,65.2,13.02,86.74,4.83,24.91,134.69,49.92
152.54,65.67,13.3,87.19,4.79,24.9,134.94,50.82
152.62,65.52,12.76,86.93,4.8,24.83,135.38,50.1
151.3,65.06,13.51,87.51,4.76,24.88,135.1,50.16
151.6,65.6,13.5,87.87,4.71,24.82,135.44,48.53
150.57,66.54,14.01,87.93,4.71,24.71,136,48.99
150.53,66.28,13.96,87.96,4.69,24.79,135.57,48.56
150.86,66.45,12.95,88.19,4.67,24.81,135.49,48.57
149.58,66,13.6,88.5,4.65,24.79,135,48.15
151.16,67.45,12.88,88.29,4.67,24.76,135.54,48.01
150.75,67.88,13.21,88.64,4.63,24.73,135.51,48.64
150.95,68.25,13.15,88.84,4.64,24.66,136.07,48.06
150.92,68.19,12.91,88.6,4.64,24.6,136.06,48.3
150.35,67.49,13.09,88.24,4.67,24.69,135.6,49.28
149.54,66.66,13.08,88.44,4.65,24.66,136,49.59
148.67,66.69,13.51,88.49,4.64,24.64,136.14,50.36
148.29,67.09,14.22,88.75,4.63,24.49,136.91,51.24
149.53,67.56,12.45,87.83,4.7,24.54,136.94,51.84
149.65,66.87,12.79,87.85,4.68,24.62,136.32,50.94
149.48,67.89,13.21,88.49,4.65,24.52,136.74,51.32
148.12,67.73,13.12,88.8,4.62,24.56,136.65,50.39
148.06,68.26,13.04,88.47,4.65,24.59,136,51.22
148.62,68.7,12.07,88.15,4.67,24.46,136.19,50.05
147.23,67.53,12.54,88.38,4.67,24.55,136.34,49.22
147.27,68.38,12.42,88.53,4.65,24.55,136.14,50.14
147.09,68,12.14,88.09,4.69,24.58,135.87,50.29
146.7,68.4,11.98,87.6,4.74,24.59,135.66,51.2
145.32,67.84,12.2,87.12,4.76,24.69,135.6,51.52
144.66,66.99,12.71,87.39,4.74,24.7,135.03,51.65
144.02,67.08,13.49,87.37,4.74,24.85,134.52,50.46
144.61,67.16,12.68,87.43,4.72,24.85,134.46,50.61
144.44,66.53,13.14,87.17,4.74,24.93,133.64,50.35
144.24,66.86,13.23,87.75,4.67,24.77,134.41,52.01
143.85,66.81,13.24,88.08,4.65,24.85,133.7,52.33
143.69,65.83,13.46,87.99,4.66,24.88,133.43,52.46
142.16,65.85,14.53,88.1,4.64,24.85,133.82,53.56
142,65.74,14.64,88.28,4.65,24.79,133.93,53.35
141.97,65.65,15.14,88.45,4.63,24.87,133.68,53.62
141.82,66.05,14.98,88.57,4.62,24.84,133.44,52
142.86,65.7,13.48,88.75,4.61,24.84,133.89,51.2
143.2,65.84,13.11,88.9,4.59,24.85,133.65,51.17
143.39,65.15,12.95,88.79,4.61,24.93,133.23,50.57
143.18,65.76,12.93,89.04,4.59,24.78,133.66,50.18
143.29,65.82,12.19,89.75,4.52,24.78,134.15,48.8
140.97,65.27,13.27,89.71,4.55,24.85,133.47,48.46
140.2,64.74,14.59,89.66,4.57,25,133.23,48.7
138.53,64.62,16.79,89.85,4.55,24.87,133.38,48.42
139.47,63.98,16.43,89.87,4.54,24.96,132.55,48.67
139.28,63.94,17.27,89.88,4.52,24.96,132.41,49.14
138.25,63.72,18.13,90.29,4.49,25.02,132.11,48.94
140.99,64.37,13.99,89.75,4.55,25.08,132.14,49.35
140.78,64.25,14.09,89.4,4.59,25.16,131.27,50.11
140.74,64.48,14.29,90.35,4.51,25.12,131.51,51.29
139.56,64.3,15.24,90.43,4.5,25,131.93,51.29
139.7,64.15,15.96,90.08,4.53,25.1,131.35,50.32
137.35,62.93,19.63,90.35,4.52,25.12,131,49.62
138.67,63.71,18.61,90.2,4.51,24.96,132,51.01
140.51,65.82,15.82,89.75,4.56,24.97,131.91,51.24
